梅州市人民医院卫生保洁服务采购项目中标结果调整公告 | 2020.02.27 | 梅州市人民医院 | 梅州市公共资源交易中心中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13933728.htm
淄博市临淄区单项冠军企业认定及培育技术咨询采购项目中标公告 | 2020.02.27 | 淄博市临淄区工业和信息化局 | 山东中汉工程项目管理有限公司中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13933247.htm
深圳市宝安纯中医治疗医院病案室非核心业务管理服务项目中标公告 | 2020.02.27 | 深圳市宝安纯中医治疗医院 | 广州高新工程顾问有限公司中标公告 | 广东 | 服务/其他服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13933307.htm
实验室检验检疫技术人员劳务派遣项目中标公告 | 2020.02.27 | 珠海市动物疫病预防控制中心 | 公诚管理咨询有限公司第七分公司中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13933175.htm
清远市清新区人民法院人力资源外包服务采购项目（ZD20-ZC006AC）中标、成交结果公告 | 2020.02.27 | 清远市清新区人民法院 | 清远市中德招标有限公司中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13933181.htm
湖里区人力资源与法律服务中心新增设备及机房建设货物类采购项目结果公告(包1) | 2020.02.27 | 厦门市湖里区人力资源和社会保障局 | 厦门市务实采购有限公司中标公告 | 福建 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13933183.htm
福州八期中学多媒体班班通设备货物类采购项目结果公告(包1) | 2020.02.27 | 福州第四十中学 | 福建省建融工程咨询有限公司中标公告 | 福建 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13933180.htm
牟定县原渝滇化工有限责任公司生产区及生活区历史遗留重金属污染土壤修复治理工程中标公告 | 2020.02.27 | 楚雄彝族自治州生态环境局牟定分局 | 楚雄盈佳招标代理有限公司中标公告 | 云南 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13933164.htm
济南市济阳区济阳街道办事处组织及绩效体制改革咨询项目中标公告 | 2020.02.27 | 济南市济阳区济阳街道办事处 | 山东厚锐项目管理有限公司中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13933132.htm
合浦县妇幼保健院住院综合业务用房项目工程监理费中标候选人公示 | 2020.02.27 | 合浦县妇幼保健院 | 广西海系工程咨询有限责任公司中标公告 | 广西 | 服务/工程咨询管理服务/工程监理服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13933069.htm
开发区财政所莱西经济开发区南部园区黄河路道路提升工程成交公告 | 2020.02.27 | 开发区财政所 | 青岛法信项目管理有限公司中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13933065.htm
开发区财政所莱西经济开发区南部园区黄河路道路提升工程成交公告 | 2020.02.27 | 开发区财政所 | 青岛法信项目管理有限公司中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13933067.htm
上海市生态环境局自然生态保护处工作项目采购招标项目中标公告 | 2020.02.27 | 上海市生态环境局 | 上海国际招标有限公司中标公告 | 上海 | 服务/其他服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13933137.htm
上海市生态环境局水生态环境处工作项目采购招标项目中标公告 | 2020.02.27 | 上海市生态环境局 | 上海国际招标有限公司中标公告 | 上海 | 服务/其他服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13933136.htm
梅州市人民医院5号楼电缆采购项目（编号：0724-1901D91N5438）中标公告 | 2020.02.27 | 梅州市人民医院 | 国义招标股份有限公司中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13933053.htm
莆田市盛林苗圃有限公司2019年道路绿化恢复补植项目（重新招标）中标公告 | 2020.02.27 | 莆田市盛林苗圃有限公司 | 莆田市中恒信招标代理有限公司中标公告 | 福建 | 货物/其他货物/其他不另分类的物品 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13933030.htm
梅州市人民医院卫生保洁服务采购项目中标公告 | 2020.02.27 | 梅州市人民医院 | 梅州市公共资源交易中心中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932999.htm
海南省强制隔离戒毒所-电风扇电热水器及戒毒人员开水供应项目-中标公告 | 2020.02.27 | 海南省强制隔离戒毒所 | 海南政采招投标有限公司中标公告 | 海南 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932998.htm
昭阳区中型水库和小（一）型水库安全鉴定服务机构采购中标公示 | 2020.02.27 | 昭通市昭阳区水务局 | 云南中咨海外咨询有限公司中标公告 | 云南 | 服务/其他服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932969.htm
广东康禾温泉国家森林公园一期建设工程详细规划设计项目中标公告 | 2020.02.27 | 东源县林业局 | 广东蕾阳招标代理有限公司中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932967.htm
江门市中心医院采购心电监护仪项目（项目编号：0724-2001D20N0261）中标公告 | 2020.02.27 | 江门市中心医院 | 国义招标股份有限公司江门分公司中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932953.htm
天溢嘉园住宅部分管理委员会城厢区天溢嘉园旧梯换新梯项目电梯及相关服务采购中标公告 | 2020.02.27 | 天溢嘉园住宅部分管理委员会 | 莆田市中恒信招标代理有限公司中标公告 | 福建 | 货物/其他货物/其他不另分类的物品 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932941.htm
中山市东凤镇城乡建设服务中心垃圾中转站至居委工业区污水管建设工程成交公告 | 2020.02.27 | 中山市东凤镇城乡建设服务中心 | 广东国采招标咨询有限公司中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932942.htm
其他购置经费-2020年广州动物园专用材料采购项目（重招）(项目编号：0877-19GZTP01H705-1)中标结果公告 | 2020.02.27 | 广州动物园 | 广东广招招标采购有限公司中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932949.htm
航城街道四级巡逻防控工作招标项目结果公告(包1) | 2020.02.27 | 福州市长乐区人民政府航城街道办事处 | 福建诚尚项目管理有限公司中标公告 | 福建 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932946.htm
福建师范大学新老校区密集波分系统设备采购结果公告(包1) | 2020.02.27 | 福建师范大学 | 福建方兴招标代理有限公司中标公告 | 福建 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932948.htm
昆明市延安医院重点学科设备购置11-15标段中标公告 | 2020.02.27 | 昆明市延安医院 | 云南云创招标有限公司中标公告 | 云南 | 货物/专用设备/医疗设备/医用内窥镜,货物/专用设备/医疗设备/物理治疗、康复及体育治疗仪器设备,货物/专用设备/医疗设备/人工脏器及功能辅助装置,货物/专用设备/医疗设备/其他医疗设备 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932921.htm
昆明市延安医院重点学科设备购置7-10标段中标公告 | 2020.02.27 | 昆明市延安医院 | 云南云创招标有限公司中标公告 | 云南 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932920.htm
南头镇大件垃圾破碎处置系统采购(第二次)的中标结果调整公告 | 2020.02.27 | 中山市南头镇住房和城乡建设局 | 华夏城投项目管理有限公司中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932919.htm
山东省枣庄市本级枣庄市公安局机关枣庄市公安强制隔离戒毒所智能化系统设备项目中标公告 | 2020.02.27 | 枣庄市公安局机关 | 山东华标招标有限公司枣庄分公司中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932918.htm
珠海市工业和信息化局5G基站和智慧杆布局规划项目采购的中标公告 | 2020.02.27 | 珠海市工业和信息化局 | 珠海市物资招标有限公司中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932917.htm
阳西广播电视台阳西广播电视台办公大楼声光系统改造项目的中标、成交公告 | 2020.02.27 | 阳西广播电视台 | 广东业信采购招标有限公司中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932914.htm
双江拉祜族佤族布朗族傣族自治县林业和草原局2019年林业生态建设项目（一标段）公开招标中标公告 | 2020.02.27 | 双江拉祜族佤族布朗族傣族自治县林业和草原局 | 云南江浩工程咨询有限公司中标公告 | 云南 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932926.htm
双江拉祜族佤族布朗族傣族自治县林业和草原局2019年林业生态建设项目（二标段）公开招标中标公告 | 2020.02.27 | 双江拉祜族佤族布朗族傣族自治县林业和草原局 | 云南江浩工程咨询有限公司中标公告 | 云南 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932925.htm
购买社工综合服务项目（FS2019（SD）WZ0079）公开招标中标、成交公告 | 2020.02.27 | 佛山市顺德区杏坛镇农业和社会工作局 | 佛山市顺德区公共资源交易中心中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932910.htm
大涌镇道路清扫保洁及垃圾收集中转清运项目中标结果公告 | 2020.02.27 | 中山市大涌镇人民政府 | 中山市伟达咨询顾问有限公司中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932876.htm
青山填埋场库容挖潜（二期二区复填）相关补强措施——二期二区坝体强化设计施工一体化项目（采购项目编号：441800-202002-140703-0001）的中标、成交公告 | 2020.02.27 | 清远市城乡环境卫生促进中心 | 广东友诚项目管理咨询有限公司中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932873.htm
北京师范大学珠海校区（文华苑等）WIFI扩容项目中标公告 | 2020.02.27 | 北京师范大学珠海校区 | 公诚管理咨询有限公司中标公告 | 广东 | 工程/其他建筑工程 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932875.htm
珠海市香洲区发展和改革局2020年劳务派遣人员服务采购项目中标公告 | 2020.02.27 | 珠海市香洲区发展和改革局 | 公诚管理咨询有限公司第七分公司中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932885.htm
广汕公路以南、大观路以西地块（黄埔区AT0305规划管理单元）控制性详细规划修改（DXH2019GZ175C08）中标公告 | 2020.02.27 | 广州开发区城市规划信息编研中心 | 广东德信行招标有限公司中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932891.htm
中山市住房和城乡建设局政府购买服务（购房资格审核辅助工作）中标公告 | 2020.02.27 | 中山市住房和城乡建设局 | 广东志正招标有限公司中标公告 | 广东 | 服务/其他服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13933041.htm
中山市住房和城乡建设局关于中山市住房和城乡建设局政府购买服务（购房资格审核辅助工作）的中标公告 | 2020.02.27 | 中山市住房和城乡建设局 | 广东志正招标有限公司中山分公司中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932884.htm
广东省公安厅2020-11新一代移动警务终端服务项目中标公告 | 2020.02.27 | 广东省公安厅 | 广东有德招标采购有限公司中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932838.htm
威海舜盛建设工程有限公司污水主管网升级改造用玻璃纤维增强塑料夹砂钢管采购项目中标公告 | 2020.02.27 | 威海舜盛建设工程有限公司 | 威海晟源工程管理咨询有限公司中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932832.htm
三方诚信－国际招标-3398-204XMSFCX002-超声图像处理装置（系统）等设备采购中标公告 | 2020.02.27 | 厦门市第五医院 | 厦门市三方诚信招标代理有限公司中标公告 | 福建 | 货物/专用设备/医疗设备/其他医疗设备 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932850.htm
中山市东凤镇城乡建设服务中心东凤镇生活垃圾转运站升级改造环保治理工程(第二次)的成交公告 | 2020.02.27 | 中山市东凤镇城乡建设服务中心 | 广东信仕德建设项目管理有限公司中山分公司中标公告 | 广东 | 工程/建筑物施工/其他建筑物施工 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13933009.htm
利津街道市乡村振兴服务队（市金融办）帮扶綦家夹河村温室大棚建设工程项目中标公告 | 2020.02.27 | 利津县利津街道办事处 | 山东文浩项目管理有限公司中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932844.htm
南头镇大堤修复工程的中标结果调整公告 | 2020.02.27 | 中山市南头镇水利所 | 华夏城投项目管理有限公司中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932830.htm
西湾红树林公园视频监控运维服务项目中标结果公示 | 2020.02.27 | 深圳市宝安区西乡街道办事处 | 深圳龙达招标有限公司中标公告 | 广东 | 服务/其他服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13933013.htm
厦门市集美城市发展有限公司集美新城杏林湾水舞光影秀项目中标公告 | 2020.02.27 | 厦门市集美城市发展有限公司 | 福建省闽建工程造价咨询有限公司中标公告 | 福建 | 货物/通用设备/电气设备/照明设备/场地用灯 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932840.htm
中山市东凤镇城乡建设服务中心东凤镇生活垃圾转运站升级改造环保治理工程(第二次)的成交公告 | 2020.02.27 | 中山市东凤镇城乡建设服务中心 | 广东信仕德建设项目管理有限公司中山分公司中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932834.htm
北京市通州区张家湾镇人民政府张家湾镇影响黑臭水体水质的河道沟渠清淤工程（一期）中标公告 | 2020.02.27 | 北京市通州区张家湾镇人民政府 | 北京坌集信达工程造价咨询事务所中标公告 | 北京 | 工程/专业施工/其他专业施工 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932883.htm
中新创达咨询有限公司隆林各族自治县农村土地承包经营权确权登记颁证档案数字化项目（项目编号：BSZC2019-G3-310036-HNCD）中标结果公告 | 2020.02.27 | 隆林各族自治县农业农村局 | 河南创达建设工程管理有限公司中标公告 | 广西 | 服务/其他服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932987.htm
蒙阴县旧寨乡北楼村2019年度财政专项扶贫资金项目中标公告 | 2020.02.27 | 蒙阴县旧寨乡人民政府 | 山东鲁投招标有限公司中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932806.htm
烟台市疾病预防控制中心手持无线数据采集终端（PDA-工业级）采购中标公告 | 2020.02.27 | 烟台市疾病预防控制中心 | 山东阳正工程项目管理有限公司中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932785.htm
福建省宁德人民医院呼吸机等设备采购项目（部分合同包重新招标）结果公告(包1) | 2020.02.27 | 福建省宁德人民医院 | 福建省机电设备招标有限公司中标公告 | 福建 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932774.htm
沙县公安局沙县公安视频监控维保运维服务项目服务类采购项目结果公告(包1) | 2020.02.27 | 沙县公安局 | 福建晏圣工程管理有限公司中标公告 | 福建 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932803.htm
平潭综合实验区管委会机关食堂主副食品配送项目结果公告(包1) | 2020.02.27 | 福建省平潭综合实验区管理委员会办公室 | 福建晨至信招标代理有限公司中标公告 |  |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932773.htm
南平市档案局档案新馆运营及物业服务服务类采购项目结果公告(包1) | 2020.02.27 | 南平市档案局 | 福建翔远招标咨询有限公司中标公告 | 福建 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932802.htm
实验室水族设施采购货物类采购项目结果公告(包1) | 2020.02.27 | 福建省水产技术推广总站 | 福建省福瑞工程招标有限公司中标公告 | 福建 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932772.htm
福建省漳州市医院眼表综合分析仪货物类采购项目结果公告(包1) | 2020.02.27 | 福建省漳州市医院 | 漳州诚毅招标代理有限公司中标公告 | 福建 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932801.htm
南平市环境卫生管理处武夷新区垃圾分类工作货物类采购项目结果公告(包1) | 2020.02.27 | 南平市环境卫生管理处 | 福建翔远招标咨询有限公司中标公告 | 福建 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932783.htm
青岛港湾职业技术学院印刷品服务项目中标公告 | 2020.02.27 | 青岛港湾职业技术学院 | 山东盛和招标代理有限公司中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932716.htm
2020年威海舜盛建设工程有限公司所需砼管采购项目成交公告 | 2020.02.27 | 威海舜盛建设工程有限公司 | 威海晟源工程管理咨询有限公司中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932701.htm
皇甫山国有林场增绿增效奖补资金造林项目中标（成交）公告 | 2020.02.27 | 滁州市皇甫山国有林场 | 安徽金瑞安工程咨询有限公司中标公告 | 安徽 | 服务/维修和保养服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932667.htm
曲靖市科技馆行业应用机器人采购项目公开招标中标公告 | 2020.02.27 | 曲靖市科技馆 | 云南泽瑞工程咨询有限公司中标公告 | 云南 | 货物/专用设备/娱乐设备/智能游艺设备 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932677.htm
滁州市车驾管综合服务中心驾驶人考试车辆采购项目（二次）三标段中标公告 | 2020.02.27 | 滁州市驾驶员考试中心 | 滁州青山工程咨询有限公司中标公告 | 安徽 | 货物/医药品 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932666.htm
滁州市车驾管综合服务中心驾驶人考试车辆采购项目（二次）二标段中标公告 | 2020.02.27 | 滁州市驾驶员考试中心 | 滁州青山工程咨询有限公司中标公告 | 安徽 | 货物/医药品 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932676.htm
滁州市车驾管综合服务中心驾驶人考试车辆采购项目（二次）一标段中标公告 | 2020.02.27 | 滁州市驾驶员考试中心 | 滁州青山工程咨询有限公司中标公告 | 安徽 | 货物/医药品 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932675.htm
曲靖市科技馆物业管理服务项目公开招标中标公告 | 2020.02.27 | 曲靖市科技馆 | 云南泽瑞工程咨询有限公司中标公告 | 云南 | 服务/房地产服务/物业管理服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932656.htm
曲靖市科技馆LED透明屏采购项目公开招标中标公告 | 2020.02.27 | 曲靖市科技馆 | 云南泽瑞工程咨询有限公司中标公告 | 云南 | 货物/通用设备/办公设备/LED显示屏 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932663.htm
金沙县农业农村局2019年高标准农田建设项目工程监理单位采购中标（成交）公告 | 2020.02.27 | 金沙县农业农村局 | 中建山河建设管理集团有限公司中标公告 | 贵州 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932627.htm
临沂市教育局北城二期城市综合开发PPP项目学校钢结构装配式建筑叠合板采购项目中标公告 | 2020.02.27 | 临沂市教育局,临沂市教育局 | 临沂市恒信金道招标有限公司中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932637.htm
渭源县教育局2020年农村义务教育学校学生营养改善计划部分食品采购项目中标公告 | 2020.02.27 | 渭源县教育局 | 甘肃恒信项目管理有限公司中标公告 | 甘肃 | 货物/食品、饮料和烟草原料/农副食品，动、植物油制品/蛋制品,货物/食品、饮料和烟草原料/食品及加工盐/焙烤食品,货物/食品、饮料和烟草原料/食品及加工盐/乳制品 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932629.htm
中资国际工程咨询集团有限责任公司关于广西广播电视台办公区范围内安全保卫服务采购（GXZC2020-G3-000037-ZZGJ）中标公告 | 2020.02.27 | 广西广播电视台 | 中资国际工程咨询集团有限责任公司中标公告 | 广西 | 服务/商务服务/安全服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932895.htm
中乾立源工程咨询有限公司关于北海市滨海国家湿地公园（冯家江流域）水环境治理工程--配电工程（7#、8#、9#、10#、17#、18#、19#）箱变项目中标公告 | 2020.02.27 | 北海北排水环境发展有限公司 | 中乾立源工程咨询有限公司中标公告 | 广西 | 工程/建筑安装工程/电力系统安装/其他电力系统安装 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932628.htm
青岛港湾职业技术学院宣传品采购项目中标公告 | 2020.02.27 | 青岛港湾职业技术学院 | 山东盛和招标代理有限公司中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932589.htm
汶上县河道治理工程PPP项目资格预审结果公示 | 2020.02.27 | 汶上县水务局 | 山东颐隆招标有限公司中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932590.htm
中乾立源工程咨询有限公司关于北海市滨海国家湿地公园(冯家江流域)水环境治理工程--配电工程（3#、4#、5#、6#、14#、15#、16#、20#、21#、22#）箱变项目中标公告 | 2020.02.27 | 北海北排水环境发展有限公司 | 中乾立源工程咨询有限公司中标公告 | 广西 | 工程/建筑安装工程/电力系统安装/其他电力系统安装 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932587.htm
莱州市妇幼保健院医用电热毯采购项目中标公告 | 2020.02.27 | 莱州市妇幼保健院 | 莱州市中盛招标有限公司中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932592.htm
福建省浦城县医院浦城县医院住院大楼一层西侧房屋招租（二次招标）中标公告 | 2020.02.27 | 福建省浦城县医院 | 福建宏林工程咨询有限公司中标公告 | 福建 | 服务/租赁服务（不带操作员）/其他租赁服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932586.htm
厦门方信-公开招标-FX2019-SH095-食堂半成品供应资格-结果公告 | 2020.02.27 | 集美大学 | 厦门方信采购招标有限公司中标公告 | 福建 | 服务/其他服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202002/t20200227_13932856.htm
