东营市渤海综合治理攻坚战生态修复项目（修复服务）中标公告 | 2020.03.02 | 东营市海洋发展和渔业局,东营市海洋发展和渔业局,东营市海洋发展和渔业局,东营市海洋发展和渔业局,东营市海洋发展和渔业局,东营市海洋发展和渔业局,东营市海洋发展和渔业局,东营市海洋发展和渔业局,东营市海洋发展和渔业局,东营市海洋发展和渔业局,东营市海洋发展和渔业局,东营市海洋发展和渔业局 | 山东新联谊工程造价咨询有限公司中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949990.htm
首都医科大学附属北京胸科医院北京胸科医院危房改建项目园林树木移伐项目中标公示 | 2020.03.02 | 首都医科大学附属北京胸科医院 | 中招国际招标有限公司中标公告 | 北京 | 工程/其他建筑工程 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949557.htm
临朐县五井镇莲花山社区、派出所及综治维稳服务中心改造工程中标公告 | 2020.03.02 | 五井镇人民政府 | 山东东成项目管理有限公司中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949425.htm
双江自治县单位办公设备及办公家具批量集中采购项目A包中标公示 | 2020.03.02 | 双江自治县纪律检查委员会 | 双江拉祜族佤族布朗族傣族自治县政府采购和出让中心中标公告 | 云南 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949412.htm
梁山县大路口乡人民政府“绿满梁山”胡那里村绿化工程项目中标公告 | 2020.03.02 | 梁山县大路口乡人民政府 | 济宁市梁山县政府采购中心中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949397.htm
2020年销售环节食品（含食用农产品、食盐）抽样检验项目中标公告 | 2020.03.02 | 广州市增城区市场监督管理局 | 广东公采招标有限公司中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949396.htm
福建省漳州市医院腔镜系统上塔相关设备等货物类采购项目结果公告(包1) | 2020.03.02 | 福建省漳州市医院 | 漳州信衡招标代理有限公司中标公告 | 福建 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949387.htm
寿宁县教育局教学设备等采购项目结果公告(包1) | 2020.03.02 | 寿宁县教育局 | 福建晏圣工程管理有限公司中标公告 | 福建 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949381.htm
邵武市立医院电子签名系统货物类采购项目结果公告(包1) | 2020.03.02 | 邵武市立医院 | 福建中信工程造价咨询有限公司中标公告 | 福建 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949388.htm
寿宁县教育局教学设备等采购项目结果公告(包2) | 2020.03.02 | 寿宁县教育局 | 福建晏圣工程管理有限公司中标公告 | 福建 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949386.htm
沂南县界湖镇卫生院和辛集镇库沟卫生院医疗设备采购项目BC包中标公告 | 2020.03.02 | 沂南县卫生健康局,沂南县卫生健康局 | 金中证项目管理有限公司中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949368.htm
和政县民政局2020年标准门楼牌制作项目中标公告 | 2020.03.02 | 和政县民政局 | 甘肃登山招投标代理有限责任公司中标公告 | 甘肃 | 货物/通用设备/电气设备/照明设备/发光标志、铭牌 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949367.htm
北京市怀柔区水务工程项目建设管理中心怀柔区六个行政村供水工程设计中标候选人公示 | 2020.03.02 | 北京市怀柔区水务工程项目建设管理中心 | 北京佳益工程咨询有限公司中标公告 | 北京 | 工程/构筑物施工/水利工程施工/其他水利工程施工 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949349.htm
2020年快检项目采购项目中标公告 | 2020.03.02 | 广州市增城区市场监督管理局 | 广东公采招标有限公司中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949314.htm
开发区财政所莱西经济开发区龙水社区村庄规划项目成交公告 | 2020.03.02 | 开发区财政所 | 青岛法信项目管理有限公司中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949313.htm
开发区财政所莱西经济开发区龙水社区村庄规划项目成交公告 | 2020.03.02 | 开发区财政所 | 青岛法信项目管理有限公司中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949306.htm
中国人民解放军32569部队32569部队油料专用设备采购项目中标公告 | 2020.03.02 | 中国人民解放军32569部队 | 中达安股份有限公司中标公告 | 广东 | 货物/专用设备/石油和化学工业专用设备/其他石油和化学工业专用设备 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949311.htm
广西相凯工程管理有限公司关于中庸镇（含集镇街道及下辖村委）保洁服务采购（项目编号：GLZC2019-G3-08249-GXXK）中标公告 | 2020.03.02 | 桂林市临桂区中庸镇人民政府 | 广西相凯工程管理有限公司中标公告 | 广西 | 服务/环境服务/城镇公共卫生服务/清扫服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949358.htm
国家区域性公路交通应急装备物资（山东）储备中心设计中标公告 | 2020.03.02 | 临沂市公路事业发展中心 | 山东元真建设项目管理有限公司中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949213.htm
梁山县寿张集镇人民政府“绿满梁山”徐坊村绿化工程项目中标公告 | 2020.03.02 | 梁山县寿张集镇人民政府 | 济宁市梁山县政府采购中心中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949209.htm
茂名市电白区人民医院（高端眼科手术显微镜、振动排痰机、胰岛素泵）采购项目(项目编号：0835-200ZA7100131)中标公告 | 2020.03.02 | 茂名市电白区人民医院 | 广东元正招标采购有限公司茂名分公司中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949194.htm
康乐县自然资源局康乐县空间规划编制单位采购项目中标公告 | 2020.03.02 | 康乐县自然资源局 | 甘肃国盛国际招标有限责任公司中标公告 | 甘肃 | 服务/其他服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949193.htm
行政办公室（经贸办、社会事务办）沙子口街道申办流清湾海水浴场前期准备工作项目成交公告 | 2020.03.02 | 行政办公室（经贸办、社会事务办） | 青岛嘉信招标有限公司中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949164.htm
行政办公室（经贸办、社会事务办）沙子口街道申办流清湾海水浴场前期准备工作项目成交公告 | 2020.03.02 | 行政办公室（经贸办、社会事务办） | 青岛嘉信招标有限公司中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949152.htm
东莞市城市管理和综合执法局石排分局东莞市石排镇城乡市容环卫统筹服务项目的中标、成交公告 | 2020.03.02 | 东莞市城市管理和综合执法局石排分局 | 广东和盛招标代理有限公司东莞分公司中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949154.htm
介休市劳服金达煤焦储运有限公司业务外包项目中标公告 | 2020.03.02 | 介休市劳服金达煤焦储运有限公司 | 山西嘉楷工程项目管理有限公司中标公告 | 山西 | 服务/其他服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949297.htm
介休市鸿升运输有限公司业务外包项目中标公告 | 2020.03.02 | 介休市鸿升运输有限公司 | 山西嘉楷工程项目管理有限公司中标公告 | 山西 | 服务/其他服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949268.htm
介休车站劳动服务公司业务外包项目中标公告 | 2020.03.02 | 介休车站劳动服务公司 | 山西嘉楷工程项目管理有限公司中标公告 | 山西 | 服务/其他服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949272.htm
太原铁路局介休车务段劳动服务公司业务外包项目中标公告 | 2020.03.02 | 太原铁路局介休车务段劳动服务公司 | 山西嘉楷工程项目管理有限公司中标公告 | 山西 | 服务/其他服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949273.htm
礼县县志编辑委员会办公室《礼县志》（1986-2016）出版、印刷项目中标公告 | 2020.03.02 | 礼县县志编辑委员会办公室 | 重庆凯弘工程咨询有限公司中标公告 | 甘肃 | 货物 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949123.htm
高州市中医院被服洗涤服务项目(项目编号：0835-200ZA7100011)成交公告 | 2020.03.02 | 高州市中医院 | 广东元正招标采购有限公司茂名分公司中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949131.htm
宁都县林业局宁都丽诚招标咨询有限公司关于江西省宁都县低质低效林改造种植与管护服务（2019年-2020年度重点区域森林绿化美化彩化珍贵化项目）（项目编号：NDLC2020-ND-G001）的电子化公开招标的中标结果公告 | 2020.03.02 | 宁都县林业局 | 宁都丽诚招标咨询有限公司中标公告 | 江西 | 服务/农林牧副渔服务/林业服务/造林服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949243.htm
北京云星宇科技服务有限公司2020年保安服务中标公告 | 2020.03.02 | 北京云星宇科技服务有限公司 | 中天信远国际招投标咨询(北京)有限公司中标公告 | 北京 | 服务/其他服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949096.htm
沙土镇青山村大坝鱼塘桶井组太阳能路灯采购中标（成交）公告 | 2020.03.02 | 金沙县生态移民局 | 贵州大昱建设项目管理咨询有限公司中标公告 | 贵州 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949079.htm
龙岩市公安消防支队新罗区大队园田塘消防站办公家电及办公设备货物类采购项目结果公告(包2) | 2020.03.02 | 龙岩市公安消防支队新罗区大队 | 龙岩市新罗区物资总公司中标公告 | 福建 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949078.htm
中山市三乡镇城乡建设服务中心（中山市三乡镇土地房屋征收中心）中心幼儿园门前道路水浸整治工程（第二次）的成交公告 | 2020.03.02 | 中山市三乡镇城乡建设服务中心（中山市三乡镇土地房屋征收中心） | 深圳市建星项目管理顾问有限公司中山分公司中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949041.htm
固原市中医医院数字减影血管造影系统医疗设备采购项目国际招标中标公告 | 2020.03.02 | 固原市中医医院 | 甘肃省招标中心有限公司中标公告 | 宁夏 | 货物/专用设备/医疗设备/医用X线附属设备及部件 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949036.htm
中国人民解放军32569部队32569部队军专线大修项目中标公告 | 2020.03.02 | 中国人民解放军32569部队 | 中达安股份有限公司中标公告 | 广东 | 工程/构筑物施工/铁路工程施工 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13948999.htm
上海正弘建设工程顾问有限公司田阳县荣鑫路东延长线建设项目中标公告 | 2020.03.02 | 田阳县住房和城乡建设局 | 上海正弘建设工程顾问有限公司中标公告 | 广西 | 工程/构筑物施工/公路工程施工 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949200.htm
东莞市长安医院门急诊二次装修工程设计服务采购中标公告 | 2020.03.02 | 东莞市长安医院 | 广东信仕德建设项目管理有限公司中标公告 | 广东 | 服务/工程咨询管理服务/装修设计服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949202.htm
纳雍﹒天河实验学校音体育美器材、教育仪器、实验室、创客教室设备采购中标（成交）公告 | 2020.03.02 | 纳雍县教育科技局 | 华睿诚项目管理有限公司中标公告 | 贵州 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13948945.htm
龙口市诸由观镇人民政府诸由观镇西河阳村广场绿化工程中标公告 | 2020.03.02 | 山东省龙口市诸由观镇人民政府 | 山东普来恩工程设计有限公司龙口招标分公司中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13948951.htm
秦皇岛市市政建设办公室海滨路东西延伸工程测绘工作采购成交公告 | 2020.03.02 | 秦皇岛市市政建设办公室 | 山东耀德工程咨询有限公司中标公告 | 河北 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13948933.htm
阳江市公安消防支队消防装备采购项目（CLZ0119YJ00ZC43）的中标、成交公告 | 2020.03.02 | 阳江市公安消防支队 | 阳江采联采购招标有限公司中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13948953.htm
昌邑市文山中学西操场膜结构主席台项目中标公告 | 2020.03.02 | 昌邑市文山中学 | 山东弘理建设项目管理有限公司中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13948943.htm
秦皇岛市公安局交通警察支队车管所机动车号牌固封采购项目成交公告 | 2020.03.02 | 秦皇岛市公安局交通警察支队 | 山东耀德工程咨询有限公司中标公告 | 河北 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13948893.htm
韶关宏诚实业投资开发有限公司综合厂房建设项目（一期）工程设计服务项目中标公告 | 2020.03.02 | 韶关宏诚实业投资开发有限公司 | 广东正德招标有限公司中标公告 | 广东 | 服务/其他服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949138.htm
龙口市诸由观镇人民政府诸由观镇西河阳村道路两侧及景观节点绿化工程中标公告 | 2020.03.02 | 山东省龙口市诸由观镇人民政府 | 山东普来恩工程设计有限公司龙口招标分公司中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13948890.htm
2020年检验检测能力提升仪器设备购置经费—检验检测能力提升仪器设备采购项目中标结果公告 | 2020.03.02 | 广州特种承压设备检测研究院 | 广州市国科招标代理有限公司中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13948912.htm
海南省公安厅交通警察总队-琼北辖区科目二考场项目-中标公告 | 2020.03.02 | 海南省公安厅交通警察总队 | 海南政采招投标有限公司中标公告 | 海南 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13948856.htm
G243雷山县至大塘段公路改扩建工程第三方工程质量检测服务中标（成交）公告 | 2020.03.02 | 雷山县交通运输局 | 贵州桦利建设项目管理有限公司中标公告 | 贵州 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13948881.htm
永安职专信息化校园网络综合建设项目结果公告(包1) | 2020.03.02 | 福建省永安职业中专学校 | 福建优胜招标项目管理集团有限公司中标公告 | 福建 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13948905.htm
东侨经济技术开发区“政企通”APP采购项目结果公告(包1) | 2020.03.02 | 东侨经济技术开发区行政服务中心 | 福建省鸿远招标有限公司中标公告 |  |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13948902.htm
莆田市公安局交通警察支队交通违法、事故车辆拖移和停放保管项目结果公告(包1) | 2020.03.02 | 莆田市公安局交通警察支队 | 福建省荔卫药械招标服务有限公司中标公告 | 福建 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13948877.htm
长汀一中“生管教官、门禁保安、保洁绿化勤杂水电管理”服务类采购项目结果公告(包1) | 2020.03.02 | 福建省长汀县第一中学 | 福建省建信工程管理集团有限公司中标公告 | 福建 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13948901.htm
垃圾桶、垃圾车采购项目结果公告(包1) | 2020.03.02 | 秀屿区湄洲镇人民政府 | 福建省一十招标代理有限公司中标公告 |  |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13948900.htm
垃圾桶、垃圾车采购项目结果公告(包2) | 2020.03.02 | 秀屿区湄洲镇人民政府 | 福建省一十招标代理有限公司中标公告 |  |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13948876.htm
古浪县第三中学古浪三中班班通教学一体机设备采购项目中标公告 | 2020.03.02 | 古浪县第三中学 | 甘肃天泽项目管理有限公司中标公告 | 甘肃 | 货物/办公消耗用品及类似物品/信息化学品/其他信息载体 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13948820.htm
公交驾驶员防护隔离设施施工监理项目中标公告 | 2020.03.02 | 上海巴士第一公共交通有限公司等 | 上海中世建设咨询有限公司中标公告 | 上海 | 服务/工程咨询管理服务/工程监理服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949104.htm
德宏州人民医院PICU和干部医疗科增设病房项目公开招标中标结果公告 | 2020.03.02 | 德宏州人民医院 | 云南鑫荣招标有限公司中标公告 | 云南 | 货物/建筑建材/建筑物、构筑物附属结构/其他房屋附属结构 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13948815.htm
厦门公物-公开招标-GW2020-SH003-病床一批-中标公告 | 2020.03.02 | 厦门大学附属中山医院 | 厦门市公物采购招投标有限公司中标公告 | 福建 | 货物/家具用具/床类/其他床类 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949102.htm
上海健康医学院（含卫校）2020年小型修缮项目入围施工单位招标中标公告 | 2020.03.02 | 上海健康医学院 | 上海同济工程咨询有限公司中标公告 | 上海 | 服务/其他服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949103.htm
东莞水乡特色发展经济区管理委员会城市建设局水乡大道货运交通管制配套交通标志设施采购项目的中标、成交公告 | 2020.03.02 | 东莞水乡特色发展经济区管理委员会城市建设局 | 三方诚信招标有限公司东莞分公司中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13948765.htm
秀屿区湄洲镇人民政府垃圾桶、垃圾车采购项目（重新招标）中标公告 | 2020.03.02 | 秀屿区湄洲镇人民政府 | 福建省一十招标代理有限公司中标公告 |  | 货物/其他货物/垃圾容器,货物/通用设备/车辆/专用车辆/清洁卫生车辆/垃圾车 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13948781.htm
中山市中医院超声骨动力系统采购项目中标公告 | 2020.03.02 | 中山市中医院 | 广东志正招标有限公司中标公告 | 广东 | 货物/其他货物/其他不另分类的物品 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949066.htm
福建经发-公开招标-2020-JF100耳鼻喉内镜显像系统采购结果公告 | 2020.03.02 | 复旦大学附属中山医院厦门医院 | 福建经发招标代理有限公司中标公告 | 福建 | 货物/专用设备/医疗设备/其他医疗设备 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13949054.htm
国家税务总局深圳市税务局个人所得税汇算清缴专项咨询服务项目中标公告 | 2020.03.02 | 国家税务总局深圳市税务局 | 深圳市国际招标有限公司中标公告 | 广东 | 服务/信息技术服务/呼叫中心服务 | http://www.ccgp.gov.cn/cggg/zygg/zbgg/202003/t20200302_13948745.htm
邢台县抗大路、太行高速沿线景观绿化工程PPP项目社会资本方采购资格预审结果公告 | 2020.03.02 | 邢台县自然资源和规划局 | 河北昊业伟城工程咨询有限公司中标公告 | 河北 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13948725.htm
滨城区滨北街道办事处2020年1.3万亩高标准农田建设项目勘察设计服务采购中标公告 | 2020.03.02 | 滨州市滨城区滨北街道办事处 | 山东鲁煤工程造价咨询有限公司中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13948676.htm
牛庄镇2019年“利奇马”水毁农田水利工程修复重建项目中标公告 | 2020.03.02 | 东营市东营区牛庄镇人民政府 | 山东汇泽工程项目管理有限公司中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13948675.htm
北京市东城区机关事务管理服务中心东城区育群胡同21号等三处办公及业务用房改造项目全过程管理单位中标公告 | 2020.03.02 | 北京市东城区机关事务管理服务中心 | 北京市京发招标有限公司（中介）中标公告 | 北京 | 服务/其他服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13948776.htm
深圳市大鹏新区公共卫生管理服务中心2020年饭堂营运服务项目中标公告 | 2020.03.02 | 深圳市大鹏新区公共卫生管理服务中心 | 深圳龙达招标有限公司中标公告 | 广东 | 服务/其他服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13948975.htm
惠州市援助萨摩亚友谊公园和文化艺术中心项目工程家具采购项目（重新招标1）中标公告 | 2020.03.02 | 惠州市住房和城乡建设局 | 惠州市公共资源交易中心中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13948645.htm
深圳市宝安区石岩街道上屋小学体验式安全教育课程服务项目中标公告 | 2020.03.02 | 深圳市宝安区石岩街道上屋小学 | 深圳龙达招标有限公司中标公告 | 广东 | 服务/其他服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13948922.htm
河北省第三测绘院2019年基础性地理国情监测-数据生产项目劳务费公开招标 | 2020.03.02 | 河北省第三测绘院 | 河北省公共资源交易中心中标公告 | 河北 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13948639.htm
汕头市濠江区达濠街道办事处汕头市濠江区达濠街道道路清扫保洁及生活垃圾转运服务项目（CLF0119ST01ZC29）的中标、成交公告 | 2020.03.02 | 濠江区达濠街道办事处 | 广东采联采购科技有限公司汕头分公司中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13948649.htm
北京市顺义区卫生信息中心顺义区健康服务信息系统建设项目中标公告 | 2020.03.02 | 北京市顺义区卫生信息中心 | 北京中兴恒达招标有限公司中标公告 | 北京 | 服务/信息技术服务/信息系统集成实施服务/硬件集成实施服务,服务/信息技术服务/信息化工程监理服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13948691.htm
广东烟草肇庆市有限责任公司新建卷烟物流配送中心工艺设计项目评审结果公示 | 2020.03.02 | 广东烟草肇庆市有限责任公司 | 广东省机电设备招标中心有限公司中标公告 | 广东 | 服务/信息技术服务/信息技术咨询服务/信息系统设计服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13948920.htm
秦皇岛市北戴河区园林局2020年古树名木保护工程成交公告 | 2020.03.02 | 北戴河区园林管理局 | 秦皇岛建友工程项目管理有限公司中标公告 | 河北 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13948634.htm
秦皇岛市北戴河区园林局2019年冬季大树修剪工程成交公告 | 2020.03.02 | 北戴河区园林管理局 | 秦皇岛建友工程项目管理有限公司中标公告 | 河北 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13948647.htm
汕头市产业转移工业园-濠江电子电路工业园(台商投资区)交通标线工程（第二次）中标公告 | 2020.03.02 | 汕头市工业经济带投资建设有限公司 | 广州穗科建设管理有限公司中标公告 | 广东 | 工程/其他建筑工程 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13948570.htm
东莞市石排镇规划管理所石排镇李横路沿街建筑立面升级改造工程设计项目的中标、成交公告 | 2020.03.02 | 东莞市石排镇规划管理所 | 三方诚信招标有限公司东莞分公司中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13948591.htm
鱼台县第一中学校园文化建设项目中标公告 | 2020.03.02 | 鱼台县第一中学 | 山东华伟招标有限公司中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202003/t20200302_13948599.htm
